,HOSPITAL NAME,LOCATION,NO. OF DOCTORS,NO. OF BEDS,LINKS
362,Birthright By Rainbow,"Kondapur, Hyderabad",43.0,40.0,https://www.practo.com/hyderabad/hospital/birthright-by-rainbow-kondapur-1-kondapur
363,Apollo Hospital,"Hyderguda, Hyderabad",14.0,200.0,https://www.practo.com/hyderabad/hospital/apollo-sugar-clinic-2-hyderguda
364,Birthright By Rainbow,"Hyder Nagar, Hyderabad",17.0,80.0,https://www.practo.com/hyderabad/hospital/rainbow-children-s-hospital-birthright-by-rainbow-hyder-nagar
365,Dathu Ayurvedam,"KPHB, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/dattu-ayurvedam-hyderabad
366,Add Life Hospitals,"Kukatpally, Hyderabad",9.0,15.0,https://www.practo.com/hyderabad/hospital/add-life-hospital-kukatpally
367,Disha Childrens Hospital,"Vanasthalipuram, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/disha-childrens-hospital-nagole
368,Woodlands Hospital,"Barkatpura, Hyderabad",6.0,100.0,https://www.practo.com/hyderabad/hospital/woodlands-hospital-kachiguda
369,Apollo Clinics,"Jubilee Hills, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/apollo-clinics-jubilee-hills-1
370,OMNI Hospitals,"Kukatpally, Hyderabad",7.0,150.0,https://www.practo.com/hyderabad/hospital/orthopaedic-oncology-kukatpally
371,Maxi Vision Super Speciality Eye Hospitals,"Santosh Nagar, Hyderabad",5.0,10.0,https://www.practo.com/hyderabad/hospital/maxivision-hospital-santosh-nagar
372,Care Hospitals,"Gachibowli, Hyderabad",9.0,250.0,https://www.practo.com/hyderabad/hospital/care-hospitals-gachibowli
373,Ramya Nursing Home,"Old Bowenpally, Hyderabad",11.0,15.0,https://www.practo.com/hyderabad/hospital/ramya-nursing-home-bowenpally-1
374,MaxCure Suyosha Woman & Child Hospital,"Hitech City, Hyderabad",5.0,100.0,https://www.practo.com/hyderabad/hospital/maxcure-suyosha-woman-child-hospital-hitech-city
375,Sunitha Children's Hospital,"Sagar Road, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/sunitha-children-s-hospital-champapet
376,Sigma Hospitals,"Dilsukhnagar, Hyderabad",4.0,50.0,https://www.practo.com/hyderabad/hospital/sigma-hospitals-dilsukh-nagar
377,Seha Hospital,"Lakdikapul, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/seha-ark-family-health-education-society-lakdikapul
378,Nikhil Hospitals,"Srinagar Colony, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/nikhil-hospitals-banjara-hills
379,Oakridge Hospitals,"Madhapur, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/oakridge-hospitals-madhapur
380,Apple Multi Speciality Hospital,"Tolichowki, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/apple-multi-speciality-hospital-tolichowki
381,Srinivasa Hospital,"Narayanguda, Hyderabad",2.0,100.0,https://www.practo.com/hyderabad/hospital/srinivasa-hospital-3-narayanguda
382,Indo US Diabetes Research Center & Multi Specialty Hospital,"Malakpet, Hyderabad",1.0,140.0,https://www.practo.com/hyderabad/hospital/indo-us-multi-speciality-hospital-malakpet
383,Sri Tirumala Maternity And Nursing Home,"Warasiguda, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/sri-tirumala-maternity-and-nursing-home-warasiguda
384,Dr. N. Usha Chaderghat Hospital,"Malakpet, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/dr-n-usha-chaderghat-hospital-malakpet
385,Prashamsa Hospital,"Alwal, Hyderabad",9.0,20.0,https://www.practo.com/hyderabad/hospital/prashamsa-hospital-alwal-1
386,Ushodaya Hospital,"Kishanbagh, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/ushodaya-hospital-kishanbagh
387,Sai Teja Hospital,"Saroor Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sai-teja-hospital-2-dilsukh-nagar
388,Dr Akram Ali Nursing Home,"Santosh Nagar, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/dr-akram-ali-nursing-home-santosh-nagar
389,Freedom Multi Speciality And Chest Hospital,"LB Nagar, Hyderabad",6.0,15.0,https://www.practo.com/hyderabad/hospital/freedom-multi-speciality-and-chest-hospital
390,Medilife Hospital,"Mallepally, Hyderabad",14.0,4.0,https://www.practo.com/hyderabad/hospital/medilife-hospital-mallepally
391,Dr. Mohan's Diabetes Specialities Centre,"Domalguda, Hyderabad",1.0,8.0,https://www.practo.com/hyderabad/hospital/dr-mohan-s-diabetes-specialities-centre-domalguda
392,Kakatiya Hospital,"Gachibowli, Hyderabad",1.0,30.0,https://www.practo.com/hyderabad/hospital/kakatiya-hospital-hitech-city
393,Rays Lifestyle Hospital,"Banjara Hills, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/rays-life-style-hospital-banjara-hills
394,Doctors Hospital,"Chaitanyapuri, Hyderabad",1.0,25.0,https://www.practo.com/hyderabad/hospital/doctors-hospital-dilsukh-nagar
395,Child Care Children Hospital,"Jeedimetla, Hyderabad",2.0,6.0,https://www.practo.com/hyderabad/hospital/child-care-children-hospital-jeedimetla
396,Win Vision Eye Hospitals,"Begumpet, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/win-vision-eye-hospital-begumpet
397,Supraja Hospitals,"Nagole, Hyderabad",2.0,100.0,https://www.practo.com/hyderabad/hospital/supraja-hospital-1-nagole
398,Sterling Super Speciality Hospitals,"Trimulgherry, Hyderabad",1.0,150.0,https://www.practo.com/hyderabad/hospital/sterling-super-speciality-hospital-trimulgherry
399,Chenna Reddy Hospital,"Chanda Nagar, Hyderabad",5.0,10.0,https://www.practo.com/hyderabad/hospital/chenna-reddy-hospital-chanda-nagar
400,Huma Hospital,"Yakutpura, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/z-b-hospital-santosh-nagar
401,Safe Children Hospital,"Malakpet, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/safe-children-hospital-malakpet
402,Cocoon Hospital,"Langer House, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/cocoon-hospital-langer-house
403,Pavithra Hospital,"Old Bowenpally, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/pavithra-hospital-bowenpally
404,Janahita Hospital,"Jeedimetla, Hyderabad",2.0,55.0,https://www.practo.com/hyderabad/hospital/janahita-hospital-balanagar
405,Gupta Hospital,"Old City, Hyderabad",2.0,22.0,https://www.practo.com/hyderabad/hospital/gupta-hopsital-afzalgunj
406,Mansoor Childrens Hospital,"Mallepally, Hyderabad",3.0,5.0,https://www.practo.com/hyderabad/hospital/mansoor-childrens-hospital-vijay-nagar-colony
407,Rakshitha Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/rakshitha-hospitals-chaitanyapuri
408,Apex Hospitals,"Karmanghat, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/apex-hospitals-uppal
409,Noor Hospital,"Mallepally, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/noor-hospital-mallepally-1
410,Aravind Hospital,"Hayathnagar, Hyderabad",9.0,15.0,https://www.practo.com/hyderabad/hospital/aravind-hospital-hayathnagar
411,Dr. Raja Shekar Reddy Laperoscopy Hospital,"LB Nagar, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/dr-raja-shekar-reddy-laperoscopy-hospital
412,Leaf Hospital,"Kondapur, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/leaf-hospital-kondapur-kondapur
413,Shine Childrens Hospital,"LB Nagar, Hyderabad",6.0,50.0,https://www.practo.com/hyderabad/hospital/shine-children-s-hospital-lb-nagar
414,KGH Hospital,"Dilsukhnagar, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/kgh-hospital-malakpet-1
415,Disha Childrens Hospital	,"LB Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/disha-childrens-hospital-lb-nagar
416,Dr Mohans Diabetes Specialities Centre,"Jubilee Hills, Hyderabad",1.0,16.0,https://www.practo.com/hyderabad/hospital/dr-mohans-diabetes-specialities-centre-jubilee-hills
417,Sarvani Hospital,"Santosh Nagar, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/sarvani-hospital-santosh-nagar
418,Citi Neuro Centre,"Banjara Hills, Hyderabad",2.0,60.0,https://www.practo.com/hyderabad/hospital/citi-neuro-centre-banjara-hills
419,Jayaa Hospital,"Miyapur, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/jayaa-hospital-miyapur
420,Niyar Nursing Home,"Chandrayangutta, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/niyar-nursing-home-chandrayangutta
421,dr rama's fertility hospital,"Ameerpet, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/dr-rama-s-fertility-hospital-ameerpet
422,Madhuri Maternity Nursing Home ,"Lingampally, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/madhuri-maternity-nursing-home-lingampally
423,Maa ENT Hospital,"Balanagar, Hyderabad",2.0,4.0,https://www.practo.com/hyderabad/hospital/maa-ent-hospital
424,Global Animal Hospital,"Trimulgherry, Hyderabad",1.0,2.0,https://www.practo.com/hyderabad/hospital/global-animal-hospital-flat-no-142-road-no-3-sardar-patel-colony-tirmulgherry-sec-bad-trimulgherry
425,Geetha Hospital,"Dilsukhnagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/geetha-hospital-dilsukh-nagar
426,Shreya Hospital,"Borabanda, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/sherya-orthopedic-center-rajiv-nagar
427,Sarayu Cosmetic and Plastic Surgery Clinic,"KPHB, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/dr-sasikanth-maddu-cosmetic-plastic-surgeon-yashoda-hospitals-somajiguda-hyderabad-somajiguda
428,Shadan Hospital,"Gachibowli, Hyderabad",7.0,,https://www.practo.com/hyderabad/hospital/shadan-hospital-gachibowli
429,RamanaMoorthy Personnel Practice,"Gachibowli, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/hyderabad-oncology-associates-gachibowli
430,Padmaavathi Nethralaya Hospital,"Kukatpally, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/padmaavathi-nethralaya-kukatpally
431,Vijay Hospital,"Dilsukhnagar, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/vijay-hospital-5-dilsukh-nagar-1
432,Nikhil Hospitals,"Dilsukhnagar, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/nikhil-hospitals-dilsukh-nagar
433,Vet N Pet Hospital,"Jubilee Hills, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/vet-n-pet-srinagar-colony
434,Lakshmi Ayurveda Hospital,"Vanasthalipuram, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/lakshmi-ayurveda-hospital-vanasthalipuram-1
435,Jayaprada Hospital,"Lothkunta, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/jayapradha-hospital-lothkunta
436,Sree Srinivasa ENT Care & Reasearch Institute,"Punjagutta, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/sree-srinivasa-ent-care-reasearch-institute-somajiguda
437,Sundari Maternity and General Hospital,"Alwal, Hyderabad",4.0,25.0,https://www.practo.com/hyderabad/hospital/sundari-maternity-and-general-hospital-secunderabad
438,Chaitanya Hospitals & Diagnostics,"Kushaiguda, Hyderabad",5.0,50.0,https://www.practo.com/hyderabad/hospital/chaitanya-hospitals-diagnostics-kushaiguda
439,Hyderabad Women And Children Hospital,"Mallepally, Hyderabad",2.0,2.0,https://www.practo.com/hyderabad/hospital/hyderabad-women-and-children-hospital-mallepally
440,Metro Hospital,"Nizampet, Hyderabad",2.0,50.0,https://www.practo.com/hyderabad/hospital/metro-hospital-nizampet
441,Mother Theresa Hospital,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/karthikeya-speciality-clinic-secunderabad
442,Sunshine Hospital,"Secunderabad, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/sunshine-hospital-secunderabad-secunderabad
443,Dr. Agarwals Eye Hospital,"Malakpet, Hyderabad",6.0,,https://www.practo.com/hyderabad/hospital/sagar-eye-and-maternity-clinic-malakpet
444,Dr.Homoeo Care Positive Wellness Hospital,"Panjagutta, Hyderabad",1.0,2.0,https://www.practo.com/hyderabad/hospital/dr-homeocare-hyderabad
445,"Vasavi Hospital, General & Orthopaedic Hospital","Kothapet, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/vasavi-hospital-general-orthopaedic-hospital-kothapet
446,MEDS Hospital ,"Old City, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/meds-hospital-old-city
447,Zoi Hospitals,"Attapur, Hyderabad",3.0,50.0,https://www.practo.com/hyderabad/hospital/zoi-hospitals-attapur-1
448,My Nation Ayurvedic Village,"Chanchalguda, Hyderabad",3.0,20.0,https://www.practo.com/hyderabad/hospital/my-nation-ayurvedic-village
449,Vijay Krishna Nursing Home,"Sanath Nagar, Hyderabad",6.0,15.0,https://www.practo.com/hyderabad/hospital/vijay-krishna-nursing-home-sanath-nagar
450,Curewell Hospital,"Lakdikapul, Hyderabad",1.0,12.0,https://www.practo.com/hyderabad/hospital/curewell-hospital-lakdikapul
451,Allwin Hospital,"Khairatabad, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/allwin-hospital-khairatabad
452,Renew Medical and Rehabilitation Center,"Begumpet, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/renew-medical-and-rehabilitation-center-begumpet-1
453,Ramanthapur Hospital,"Ramanthapur, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/ramanthapur-hospital-uppal
454,Chanchalguda Hospital,"Chanchalguda, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/chanchalguda-nursing-home-chanchalguda
455,Suraksha Women & Children Hospital,"Suchitra Circle, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/suraksha-hospital-suchitra-circle
456,Safe Hospitals,"KPHB, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/safe-hospitals-4-kphb
457,Siddhartha Hospital,"Afzalgunj, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/siddhartha-hospital-afzalgunj
458,Gandhi Hospital,"Musheerabad, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/gandhi-hospital-musheerabad
459,Vijay Hospital and Diagnostic Centre,"Chanda Nagar, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/vijay-hospital-chanda-nagar-1
460,Amma Eye Care Hospital,"LB Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/amma-eye-care-hospital-lb-nagar-1
461,Aruna Hospital,"Ecil, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/aruna-hospital-secunderabad
462,LIFE Slimming and Cosmetic Clinic,"Madhapur, Hyderabad",14.0,,https://www.practo.com/hyderabad/hospital/life-slimming-and-cosmetic-clinic-2-madhapur
463,Shruti Hospital,"Old City, Hyderabad",3.0,10.0,https://www.practo.com/hyderabad/hospital/shruti-hospital-old-city
464,Safe Children's Hospital,"Malakpet, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/safe-children-s-hospital-malakpet
465,Apollo Hospital,"Jubilee Hills, Hyderabad",9.0,,https://www.practo.com/hyderabad/hospital/apollo-hospital-jubilee-hills-4-2
466,Kirloskar Hospital,"Basheerbagh, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/kirloskar-hospital-basheerbagh
467,Sri Sri Holistic Hospital,"Nizampet, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sri-sri-holistic-hospital-nizampet
468,Rishab Eye Centre,"Sainikpuri, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/rishab-eye-centre-sainikpuri-1
469,Sri Santosh Hospital,"AS Rao Nagar, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/sri-santosh-hospital-ecil
470,Hope Children Hospital,"Himayat Nagar, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/hope-children-hospital-himayat-nagar
471,Sudha Dental Hospital,"Srinagar Colony, Hyderabad",6.0,,https://www.practo.com/hyderabad/hospital/sudha-dental-hospital-srinagar-colony
472,Apollo Clinic,"Nallakunta, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/apollo-clinic-nallakunta
473,Orange Hospital,"LB Nagar, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/orange-hospital-lb-nagar-1
474,Jeevan Hospital,"Karmanghat, Hyderabad",1.0,40.0,https://www.practo.com/hyderabad/hospital/jeevan-hospital-karmanghat
475,ApoKos Rehabilitation Hospital,"Jubilee Hills, Hyderabad",2.0,70.0,https://www.practo.com/hyderabad/hospital/apokos-rehabilitation-hospital-jubilee-hills-1
476,Vivekananda Hospital,"Somajiguda, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/vivekananda-hospital-somajiguda
477,Ramanthapur Physiotherapy and Rehabilitation Clinic,"Ramanthapur, Hyderabad",21.0,,https://www.practo.com/hyderabad/hospital/ramanthapur-physiotherapy-and-rehabilitation-clinic-ramanthapur
478,Maxivision Super Speciality Eye Hospital,"AS Rao Nagar, Hyderabad",2.0,2.0,https://www.practo.com/hyderabad/hospital/maxivision-super-speciality-eye-hospital-as-rao-nagar
479,Banjara12 Hospital,"Banjara Hills, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/banjara12-hospital-banjara-hills
480,Pratibha Maternity and ENT Hospital,"Trimulgherry, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/pratibha-maternity-and-ent-hospital-trimulgherry
481,Dentinova Dental Hospitals,"Nampally, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/dentinova-dental-hospitals-nampally
482,Dr.Ahmed's Ayurvedic Hospital,"Manikonda, Hyderabad",4.0,5.0,https://www.practo.com/hyderabad/hospital/dr-ahmed-s-ayurvedic-hospital-shaikpet
483,Al-Shifa Mother & Child Hospital,"Langer House, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/al-shifa-mother-child-hospital-langer-house
484,Atlantis Multi Speciality Hospital,"Mehdipatnam, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/atlantis-multi-speciality-hospital-mehdipatnam
485,Nizampet  Dental  Hospital,"Nizampet, Hyderabad",4.0,,https://www.practo.com/hyderabad/hospital/nizampet-dental-hospital-nizampet
486,FMS Dental Hospital,"KPHB, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/fms-dental-hospital-kukatpally-kphb
487,Vijaya Multispeciality Hospital,"Secunderabad, Hyderabad",1.0,100.0,https://www.practo.com/hyderabad/hospital/vijaya-multispeciality-hospital-secunderabad
488,Apollo Cradle,"Jubilee Hills, Hyderabad",8.0,,https://www.practo.com/hyderabad/hospital/apollo-cradle-jubilee-hills-hyderabad-jubilee-hills
489,Vital medical centre,"Jubilee Hills, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/vitae-medical-centre-jubilee-hills-1
490,FMS Dental Hospital,"Kachiguda, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/fms-dental-hospital-a-s-rao-nagar-as-rao-nagar
491,Kiran Hospital,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/kiran-hospital-secunderabad
492,Vijaya Nursing Home,"Vanasthalipuram, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/vijaya-nursing-home-vanasthalipuram-1
493,Maxi Vision Super Speciality Eye Hospital,"Begumpet, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/maxi-vision-super-speciality-eye-hospital-begumpet
494,Carewell Diabetes and General Hospital,"Jeedimetla, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/carewell-diabetes-and-general-hospital-jeedimetla
495,Maa ENT Hospital,"Erragadda, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/maa-ent-hospital-3-erragadda
496,Sunray Hospital,"Nizampet, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sunray-diagnostics
497,Dental City Super Speciality Dental Hospital,"East Marredpally, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/dental-city-super-speciality-dental-hospital-east-marredpally-1
498,Ohm Nursing Home,"Nacharam, Hyderabad",2.0,7.0,https://www.practo.com/hyderabad/hospital/ohm-nursing-home-nacharam
499,M. S. Maternity And Nursing Home,"Tolichowki, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/m-s-maternity-and-nursing-home-tolichowki
500,Medivision Eye & Health Care Centre,"Masab Tank, Hyderabad",1.0,42.0,https://www.practo.com/hyderabad/hospital/medivision-eye-health-care-centre-masab-tank
501,Himabindu Multispeciality Hospital,"Sagar Road, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/himabindu-multispeciality-hospital-sagar-road
502,Vijaya Hospital,"Ameerpet, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/vijaya-hospital-ameerpet-1
503,Panacea Meridian Hospital,"Chanda Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/panacea-meridian-hospital-chanda-nagar
504,Y. Kishan Rao Balanagar Lions Eye Hospital,"Balanagar, Hyderabad",2.0,30.0,https://www.practo.com/hyderabad/hospital/lion-s-eye-hospital-balanagar
505,Rising Sun Hospital,"Mehdipatnam, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/rising-sun-hospital-mehdipatnam
506,MHRT Hospital,"Banjara Hills, Hyderabad",1.0,8.0,https://www.practo.com/hyderabad/hospital/mhrt-hospital-banjara-hills
507,Maa ENT Hospital,"Malkajgiri, Hyderabad",1.0,2.0,https://www.practo.com/hyderabad/hospital/maa-ent-hospital-malkajgiri
508,Uma National Hospital,"Saidabad, Hyderabad",2.0,10.0,https://www.practo.com/hyderabad/hospital/uma-national-hospital-chanchalguda
509,Janasri Nursing Home,"Serilingampally, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/janasri-nursing-home-lingampally-1
510,Asia Hospital,"Old City, Hyderabad",2.0,6.0,https://www.practo.com/hyderabad/hospital/asia-hospital-old-city
511,Sushma Nursing Home & Diagnostics,"Kukatpally, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/sushma-nursing-home-diagnostics-kukatpally
512,Alnoor Maternity Hospital,"Erragadda, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/alnoor-maternity-hospital-moti-nagar
513,Nithya Dental Hospital & Implant Center,"Ramanthapur, Hyderabad",14.0,,https://www.practo.com/hyderabad/hospital/nithya-dental-hospital-implant-center-ramanthapur
514,Sri Maruthi Hospital,"Kanchanbagh, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/sri-maruthi-hospital-old-city
515,Ivory Oro-Care Dental Hospital,"SR Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/ivory-oro-care-dental-hospital-sr-nagar
516,Cure Hospital,"Old Bowenpally, Hyderabad",1.0,35.0,https://www.practo.com/hyderabad/hospital/cure-hospital-bowenpally
517,K.G Hospital,"West Marredpally, Hyderabad",2.0,15.0,https://www.practo.com/hyderabad/hospital/k-g-hospital-west-marredpally
518,Padma Hospital,"Miyapur, Hyderabad",2.0,35.0,https://www.practo.com/hyderabad/hospital/padma-hospital-miyapur
519,Dr. Agarwal's Eye Hospital,"Himayat Nagar, Hyderabad",1.0,20.0,https://www.practo.com/hyderabad/hospital/dr-agarwal-s-eye-hospital-himayat-nagar-1
520,Dr. Satish Reddy Surgical Clinic,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/continental-hospital-gachibowli-4-2
521,Ambaa Hospitals,"Langer House, Hyderabad",1.0,25.0,https://www.practo.com/hyderabad/hospital/ambaa-hospitals-langer-house
522,Metro Hospital,"Nizampet, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/metro-hospital-4-langer-house
523,2nd Life Nature Cure Hospital,"KPHB, Hyderabad",3.0,,https://www.practo.com/hyderabad/hospital/2nd-life-nature-cure-hospital-kphb
524,Jaffar Shariff General And Childrens Clinic,"Ramanthapur, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/jaffar-shariff-clinic-ramanthapur
525,Good Care Nursing Home,"Borabanda, Hyderabad",2.0,5.0,https://www.practo.com/hyderabad/hospital/good-care-nursing-home-yousufguda
526,Shadow Hospitals,"Hayathnagar, Hyderabad",2.0,20.0,https://www.practo.com/hyderabad/hospital/shadow-hospitals-hayathnagar
527,15 Bases Hospital,"Hayathnagar, Hyderabad",1.0,15.0,https://www.practo.com/hyderabad/hospital/15-bases-hospital-hayathnagar
528,LifeSpring Hospital,"Padmarao Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/lifespring-hospital-padmarao-nagar
529,City Dental Hospital,"Red Hills, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/city-dental-hospital-red-hills-1
530,Krishna Institute of Medical Sciences,"Begumpet, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/dr-sachin-daga-begumpet
531,Srija Hospital,"Gachibowli, Hyderabad",2.0,,https://www.practo.com/hyderabad/hospital/srija-hospital-gachibowli
532,Sri Priya Nursing Home,"SR Nagar, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/sri-priya-nursing-home-sr-nagar
533,Noble Nursing Home,"Miyapur, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/noble-nursing-home-madinaguda
534,Healtheeliving E Solutions Pvt. Ltd.,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/healtheeliving-e-solutions-pvt-ltd-secunderabad
535,Tayeba Maternity Hospital,"Red Hills, Hyderabad",1.0,10.0,https://www.practo.com/hyderabad/hospital/taiyeba-maternity-clinic-lakdikapul
536,Indo Us Superspeciality hospital,"Secunderabad, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/indo-us-superspeciality-hospital-secunderabad
537,Surya Dental Hospital & Implant Center,"Miyapur, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/surya-dental-hospital-amp-implant-center-miyapur
538,Panacea Meridian Hospital,"Ramachandrapuram, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/panacea-meridian-hospital-ramachandrapuram
539,Maa ENT Hospital,"Kothapet, Hyderabad",1.0,5.0,https://www.practo.com/hyderabad/hospital/maa-ent-hospital-kothapet
540,Devishetty Hospital,"Trimulgherry, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/devishetty-hospital-trimulgherry
541,Green Leaf Health Centre,"Kukatpally, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/green-leaf-health-centre-kukatpally
542,Kamineni Fertility Centre,"King Koti, Hyderabad",1.0,50.0,https://www.practo.com/hyderabad/hospital/kamineni-fertility-centre-king-koti
543,Shiridhi Sai Multispeciality Hospital,"Yousufguda, Hyderabad",1.0,8.0,https://www.practo.com/hyderabad/hospital/satya-ramya-yousufguda
544,Padmavathi Children Hospital,"Sagar Road, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/padmavathi-children-hospital-karmanghat
545,Center For Sight( Basheerbagh),"Basheerbagh, Hyderabad",1.0,6.0,https://www.practo.com/hyderabad/hospital/center-for-sight-liberty
546,Mayflower Hospital For Women And Children,"Trimulgherry, Hyderabad",1.0,,https://www.practo.com/hyderabad/hospital/mayflower-hospital-for-women-and-children-trimulgherry
